,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,main_artist,song_name
1719,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,0.64,183.933,1FP9s72rDYty6mfoOEYKnE,190218,4,Daddy Yankee,Gasolina
1720,0.671,0.752,6,-6.806,0,0.0304,0.0258,0.0,0.112,0.717,124.998,1cFRiDWuGghvnmMvAsQ2m4,195080,4,USHER,More - RedOne Jimmy Joker Remix
1721,0.705,0.911,2,-4.873,1,0.0717,0.00592,0.00154,0.0603,0.803,113.032,1dDNz8h95Gsu0W4QdxVVln,245080,4,Icona Pop,I Love It (feat. Charli XCX)
1722,0.69,0.77,6,-5.692,1,0.0766,0.0124,0.0,0.152,0.727,122.075,6jWqljzUuDsdR8OLTkUMsy,194337,4,50 Cent,Just A Lil Bit
1723,0.862,0.603,4,-6.718,1,0.0841,0.000199,0.0,0.26,0.483,115.002,0g5mscoqt5BBza10p6EnyQ,236133,4,Shania Twain,Man! I Feel Like A Woman!
1724,0.629,0.839,9,-7.061,1,0.0899,0.0018,0.0859,0.251,0.449,118.979,5hmRhU6fWzH0NjYmfhHjhp,238560,4,Chamillionaire,Ridin'
1725,0.603,0.846,0,-7.495,0,0.0318,0.00118,0.141,0.116,0.438,132.983,3YqJlngd0Bx4zsqWkkaGSa,238720,4,Sisqo,Thong Song
1726,0.66,0.629,5,-12.359,1,0.0387,0.432,7.3e-05,0.172,0.324,111.926,2v7ywbUzCgcVohHaKUcacV,340867,4,Kylie Minogue,In Your Eyes
1727,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,1XXimziG1uhM0eDNCZCrUl,156945,4,Blackstreet,No Diggity
1728,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,6Im9k8u9iIzKMrmV7BWtlF,173711,4,Ariana Grande,Break Free
1729,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,54bFM56PmE4YLRnqpW6Tha,174321,4,Fifth Harmony,Worth It (feat. Kid Ink)
1730,0.824,0.545,5,-7.127,1,0.0699,0.0221,0.00375,0.097,0.683,149.912,0D75ciM842cdUMKSMfAR9y,186088,4,Jennifer Lopez,Dance Again (feat. Pitbull)
1731,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,5QO79kh1waicV47BqGRL3g,215627,4,Iggy Azalea,Black Widow
1732,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,3USxtqRwSYz57Ewm6wWRMp,238805,4,Janet Jackson,All For You
1733,0.964,0.486,2,-8.891,1,0.188,0.0194,0.04,0.0694,0.318,124.058,2vBET2pmrQqafaS6zIaYta,220659,4,Shania Twain,That Don't Impress Me Much
1734,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,47EiUVwUp4C9fGccaPuUCS,205090,4,Terror Squad,Lean Back
1735,0.799,0.847,11,-3.022,0,0.0541,0.0597,0.0,0.044,0.678,99.99,7ve8X8kHg2Lt0DKThEHKA2,225267,4,Fatman Scoop,Be Faithful
1736,0.625,0.741,0,-6.818,0,0.0489,0.00918,0.0,0.2,0.212,105.979,0YjjQa3d0iPw7YsCETXHag,226629,4,Sophie Ellis-Bextor,Murder On The Dancefloor
1737,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,0cAM7TKuW3LiS5hySob219,168387,4,Eminem,The Real Slim Shady
1738,0.552,0.628,0,-6.897,1,0.292,0.701,1.9e-05,0.399,0.672,101.928,4L4lClgi5m2Itz6Fgt750F,146910,4,Ja Rule,Livin' It Up
1739,0.497,0.757,11,-4.189,1,0.127,0.0449,0.0,0.119,0.507,169.902,6Skh3CBum0pZw9TOr7FQnX,205165,4,Will Smith,Switch
1740,0.569,0.726,4,-5.343,1,0.178,0.1,0.0,0.244,0.373,185.946,776xH04Us0YBTdspg6C1cP,188664,4,50 Cent,Disco Inferno
1741,0.696,0.686,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,49dFIRQCQxPWgoH0m38XQ5,160289,4,Nelly Furtado,Turn Off The Light
1742,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,0weAUscowxeqDtpCgtbpgp,227933,4,Jennifer Paige,Crush
1743,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,6e8Ou0wiqAzIpWb2eSxll8,197560,4,The Cardigans,Lovefool - Radio Edit
1744,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,7gWSWDBriMK7YKefAe4NMP,206461,4,Crazy Town,Butterfly
1745,0.757,0.502,4,-7.258,0,0.0447,0.056,0.0957,0.375,0.329,125.961,4790sFSj9Umww6iHTu1wxG,184827,4,Five,Keep On Movin'
1746,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,4ANBbieYR9qbYS7tgTpfPW,202149,4,Eminem,Without Me
1747,0.747,0.785,7,-6.735,0,0.0413,0.053,0.0,0.08,0.389,125.025,3Uyt0WO3wOopnUBCe9BaXl,252573,4,Daniel Bedingfield,Gotta Get Thru This - Radio Edit
1748,0.642,0.934,11,-4.706,1,0.06,0.00208,1.08e-06,0.0612,0.721,129.024,1xSl7uE9De7aLDEGXahCJB,172746,4,Snoop Dogg,Beautiful
1749,0.806,0.67,7,-4.194,1,0.0491,0.00624,0.17,0.119,0.366,103.96,3cNKhoBUhyuXhQTdQjOiT8,157324,4,Montell Jordan,This Is How We Do It
1750,0.597,0.839,7,-3.946,0,0.389,0.00105,1.16e-06,0.617,0.412,129.942,4NGikVnR4wpcB79gZE7tgg,264093,4,Eminem,Shake That
1751,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,6fenHIxXuuzKB55wY4WCHP,168125,4,Kanye West,Good Life
1752,0.681,0.408,1,-10.514,0,0.195,0.00206,0.0864,0.364,0.705,184.04,79hP5E8gdavb5EUuIEPcOC,286560,4,Salt-N-Pepa,Push It
1753,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,0k664IuFwVP557Gnx7RhIl,195145,4,Junior Senior,Move Your Feet
1754,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,6UEfyhyfhYQsyipxOd95Ie,213973,4,Disturbing Tha Peace,Move Bitch
1755,0.389,0.557,4,-11.189,0,0.192,0.0921,0.0,0.144,0.51,65.433,4a3lwNWpuvItM3zQPIzLLd,212653,4,Bomfunk MC's,Freestyler
1756,0.781,0.468,1,-10.657,1,0.0658,0.0615,0.0,0.193,0.903,94.002,1KfiC8dLyVRiDdhGaEhsLv,215360,4,Dizzee Rascal,Dance Wiv Me
1757,0.622,0.796,0,-2.999,0,0.172,0.667,0.0,0.106,0.62,197.705,79JBjIq90BrQ8Ws0pUhlzD,169813,4,Estelle,American Boy
1758,0.868,0.582,2,-7.852,0,0.0328,0.00849,0.00763,0.11,0.764,107.021,2Wyqnc6LHeEZxDS41DcAJn,213853,4,Hanson,MMMBop - Single Version
1759,0.662,0.878,1,-6.513,0,0.101,0.0341,2.81e-05,0.0164,0.675,97.737,3lJcxAY9XExRdlxlJaGAGI,231133,4,Eric Prydz,Call on Me - Radio Mix
1760,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,7EsjkelQuoUlJXEw7SeVV4,254933,4,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack"
1761,0.707,0.921,9,-7.384,0,0.0819,0.00365,2.16e-06,0.0362,0.685,126.869,4bNqBlJkoueiFla9YsyNg9,271267,4,Haddaway,"What Is Love - 7"" Mix"
1762,0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.84,125.013,0mPN2OcVFiANaRuSeli6Np,246427,4,Corona,The Rhythm of the Night
1763,0.628,0.884,9,-4.523,0,0.0386,0.0568,0.00274,0.106,0.61,99.876,1Z3kj3kZCV3p4MwQH85a37,212467,4,Pitbull,Timber (feat. Ke$ha)
1764,0.747,0.671,10,-8.439,0,0.0716,0.036,0.0697,0.101,0.742,119.999,2eWbqFgpcPIoDaMuPMN9KQ,252880,4,John Newman,Love Me Again
1765,0.705,0.866,8,-5.036,0,0.0563,0.171,0.000162,0.645,0.816,127.986,4cqiLvFRDuV8ClE61eMmZx,351027,4,Eminem,The Monster
1766,0.751,0.856,7,-3.225,1,0.0722,0.0678,0.0,0.201,0.836,95.026,29QrzCnJ8r5aPamLBADZLx,158053,4,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers)
1767,0.883,0.763,7,-6.997,1,0.273,0.0109,0.00219,0.551,0.391,97.015,2nZ3DQaL3Q9AB4UcQCE36b,227813,4,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams)
1768,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,4evmHXcjt3bTUHD1cvny97,197867,4,Miley Cyrus,We Can't Stop
1769,0.415,0.809,5,-5.34,0,0.154,0.0675,0.00778,0.0839,0.56,127.92,16whkF55KgWqpNChzOQWB3,225933,4,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton)
1770,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,7LzouaWGFCy4tkXDOOnEyM,207039,4,Katy Perry,Roar
1771,0.824,0.592,6,-6.4,0,0.0969,0.693,0.000158,0.178,0.54,98.074,421leiR6jKlH5KDdwLYrOs,209755,4,Katy Perry,Dark Horse
1772,0.684,0.818,6,-5.072,1,0.0415,0.0252,0.0756,0.0956,0.589,122.015,3wF2VOoVu4ETxBMJHT4Yao,199160,4,Britney Spears,Work B**ch
1773,0.613,0.882,7,-4.393,1,0.0344,0.0262,0.00145,0.245,0.552,120.001,6IsMnhtDLKG0h4H8pmQVRw,201322,4,Pharrell Williams,Happy
1774,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,3vkQ5DAB1qQMYO4Mr9zJN6,292613,4,Don Omar,Danza Kuduro
1775,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,2TxCwUlqaOH3TIyJqGgR91,213267,4,Iggy Azalea,Fancy
1776,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,0J2p4KYdr6Mg4ET6JPlbe1,252853,4,DJ Snake,Turn Down for What
1777,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,5BckPAYcKEJuYs1eV1BHHe,243933,4,Alicia Keys,Girl On Fire
1778,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,3Dy4REq8O09IlgiwuHQ3sk,168960,4,Sean Kingston,Fire Burning
1779,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,6oJ6le65B3SEqPwMRNXWjY,228267,4,Carly Rae Jepsen,Call Me Maybe
1780,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,3yNZ5r3LKfdmjoS3gkhUCT,194840,4,Clean Bandit,Rather Be (feat. Jess Glynne)
1781,0.889,0.906,2,-6.928,1,0.0435,0.265,1.39e-05,0.129,0.951,140.007,4jlNrUjwVecUAxUUmhS5Tn,174911,4,Nicki Minaj,Anaconda
1782,0.725,0.792,9,-8.044,1,0.0395,0.00745,0.00101,0.0345,0.789,131.955,51R0XKnca8Je9Nl8EaW7UD,193200,4,Jessie J,Bang Bang
1783,0.81,0.962,7,-3.979,0,0.266,0.0878,0.481,0.45,0.553,128.019,0BbLUEb9EKg61VrSPXw83g,216493,4,Nicki Minaj,Starships - Edited Version
1784,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,1Le4SDanBrX8OtmnnyTNrh,352173,4,Pitbull,Fireball (feat. John Ryan)
1785,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,2fzykVsO2Di5jnofUNX3YE,225973,4,Taio Cruz,Break Your Heart
1786,0.827,0.66,10,-6.443,0,0.0529,0.379,1.65e-05,0.277,0.854,121.236,6fS0rs4tiEgBMEB2Ln586G,325867,4,Mark Ronson,Uptown Funk (feat. Bruno Mars)
1787,0.579,0.609,3,-6.391,1,0.0297,0.0362,0.003,0.0695,0.495,83.923,5v3mBaerfr6GTB2inKxq7M,193520,4,Miley Cyrus,Wrecking Ball
1788,0.657,0.941,8,-3.919,0,0.061,0.0476,0.0,0.0797,0.879,136.202,59wpu37k02o2UGZIPpcSPd,222400,4,Yolanda Be Cool & DCUP,We No Speak Americano (Original Mix)
1789,0.75,0.877,1,-4.134,0,0.0429,0.0717,0.000107,0.247,0.205,105.031,5RGcPcXTFJYb4qiYs5KXXz,213133,4,Sia,Cheap Thrills
1790,0.817,0.563,9,-6.276,1,0.055,0.0526,1.32e-06,0.154,0.488,125.02,6Avndj1UPQLwR2qqzDwZBc,205747,4,Wiz Khalifa,See You Again (feat. Charlie Puth)
1791,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,3ibKnFDaa3GhpPGlOUj7ff,256733,4,DNCE,Cake By The Ocean
1792,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,6W2Ef5Ph6ILTUAedoQ3QIv,283627,4,G-Eazy,"Me, Myself & I"
1793,0.961,0.9,8,-6.874,1,0.0678,0.309,0.000199,0.354,0.95,120.006,4ImgdjoiHVCNw45tl3TDO2,189587,4,Outkast,Hey Ya!
1794,0.694,0.702,2,-6.446,0,0.0286,0.0184,0.0464,0.2,0.605,132.98,1yWItbINcAC0IFssISgvvg,272507,4,Drake,Hotline Bling
1795,0.723,0.689,7,-3.734,1,0.0327,0.00239,0.000264,0.193,0.688,129.975,24HWUAivKcpCVWiAuAZbxL,193120,4,Justin Bieber,Love Yourself
1796,0.56,0.859,4,-4.407,0,0.0326,0.0029,5.71e-05,0.298,0.544,124.929,4t32wWkxODpWp1HnBPp7rm,184307,4,Rihanna,Diamonds
1797,0.78,0.895,4,-6.365,0,0.0589,0.00368,0.00422,0.0589,0.775,120.013,7B3WoLWKOEEyTcbreFdBhR,192773,4,Ellie Goulding,Burn
1798,0.657,0.974,7,-4.149,1,0.219,0.103,0.0,0.0354,0.474,143.925,5VTzQmCmRbOzECwAke7rsr,173520,4,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"
1799,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,59qPP8coY8EWIQ9nQDThui,287907,4,David Guetta,Titanium (feat. Sia)
1800,0.894,0.775,5,-4.391,0,0.0725,0.0358,0.0343,0.105,0.951,120.049,4fHEdJLWGX6eVu4U9sT49W,262827,4,Rihanna,Where Have You Been
1801,0.56,0.944,8,-3.31,0,0.0346,0.000929,0.000504,0.341,0.248,129.961,7LLI96nVQCB9t5WBsolBRi,186107,4,USHER,OMG
1802,0.785,0.611,5,-6.54,0,0.0609,0.00709,0.0,0.0492,0.748,103.872,2O9A4a6hp2nLTh73H0imW7,237347,4,Jason Derulo,Whatcha Say
1803,0.65,0.92,0,-5.276,1,0.0469,0.00158,3.2e-05,0.437,0.858,135.26,1qd8vRC9EUWM7M9qYGvSJS,211907,4,Kesha,We R Who We R
1804,0.738,0.692,5,-4.349,0,0.0315,0.123,0.0,0.126,0.94,97.99,0OJtYfqiz0Xn53o2TnySQC,224133,4,Major Lazer,Lean On (feat. MØ & DJ Snake)
1805,0.751,0.73,6,-4.398,0,0.0312,0.0868,0.0,0.0757,0.968,97.014,65o8SI1kfFAIr0EjXeBRkB,214507,4,Taio Cruz,Dynamite
1806,0.978,0.687,8,-4.957,1,0.0646,0.197,0.00708,0.107,0.784,110.616,2KjpWqvSKoQh0XIAywplWn,234057,4,Flo Rida,Wild Ones (feat. Sia)
1807,0.649,0.9,6,-5.81,0,0.0311,0.0108,0.000395,0.523,0.893,128.995,2ENx9vLmbagrc0yDY1j0BN,186000,4,Flo Rida,Good Feeling
1808,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484,2IxoxL1FHw0RxN5r6y5mjF,235173,4,Pitbull,International Love (feat. Chris Brown)
1809,0.755,0.828,1,-4.443,1,0.0356,0.0271,0.0291,0.0799,0.729,109.011,1mzARUs2kMMxcKh1ome5aX,177781,4,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix
1810,0.856,0.61,2,-7.915,1,0.07,0.108,0.000311,0.0913,0.892,101.313,6yFj1w4aS2V367tqoDhBwH,252093,4,Fifth Harmony,Work from Home (feat. Ty Dolla $ign)
1811,0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51e-06,0.0898,0.317,102.914,3NkJNL3WqO1Lqc3uNDxvCN,190107,4,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
1812,0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,7x9nXsowok1JszkVztI5NI,201271,4,Lorde,Royals
1813,0.684,0.905,0,-3.187,0,0.0765,0.285,0.0,0.525,0.492,95.985,6uAm7pG66O1XesXS9bpHSF,159011,4,David Guetta,Bang My Head (feat. Sia & Fetty Wap)
1814,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,0Ryd8975WihbObpp5cPW1t,186107,4,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)"
1815,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,7A0apkTSTvMbSI7yplcmlh,203333,4,Pitbull,Rain Over Me (feat. Marc Anthony)
1816,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,6cy3ki60hLwimwIje7tALf,221714,4,Major Lazer,Cold Water
1817,0.591,0.814,0,-5.037,1,0.0417,0.18,0.0,0.122,0.438,95.946,1flJa1SvgmYzlLSa0AXgJ9,275000,4,Zedd,Beautiful Now
1818,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,5TAf4lnZCZTLlZHNZMLFLi,239440,4,Icona Pop,I Love It (feat. Charli XCX)
1819,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,5nCthAh3jt4xKuLJAifAaR,185815,4,The Chainsmokers,Closer
1820,0.509,0.482,7,-6.965,1,0.176,0.0186,0.0,0.238,0.301,101.042,5h2nC1QYVpK0AJra70Ja3p,211512,4,DJ Snake,Let Me Love You
1821,0.778,0.486,1,-8.552,1,0.0536,0.0596,0.0,0.0902,0.841,133.027,5wCZ8xsug7kNkug2AzOm6N,188120,4,Sia,The Greatest
1822,0.67,0.861,1,-3.777,1,0.0532,0.0114,0.0,0.337,0.641,140.028,04Lhs1gDyQnSIz3xYigWeV,206947,4,Kiiara,Gold
1823,0.816,0.884,9,-4.677,1,0.121,0.0842,0.012,0.411,0.883,145.027,2H68hrTywSrLZjHH3kQ9wR,226427,4,The Weeknd,Starboy
1824,0.743,0.925,11,-4.227,0,0.0434,0.00852,4.78e-05,0.326,0.692,88.003,37eSxszQIcPKy8OJUFqgkw,239853,4,Ed Sheeran,Shape of You
1825,0.753,0.898,10,-5.058,0,0.041,0.0439,0.000304,0.361,0.837,102.794,5Ezak8XAQv725KwKAqvXl5,192600,4,Martin Garrix,In the Name of Love
1826,0.871,0.496,1,-7.57,0,0.0466,0.0127,0.0,0.0882,0.192,100.996,197upxP5u4NherktLyhDl0,195307,4,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie)
1827,0.722,0.859,7,-5.706,1,0.036,0.153,4.39e-05,0.0586,0.973,135.628,1o397dDHRvqZfXfVy9YGdt,195667,4,Destiny's Child,Say My Name
1828,0.735,0.806,10,-5.589,0,0.0394,0.00165,0.444,0.0737,0.404,127.996,5yjFTm2dd1DaN3nNXaPfPQ,219373,4,Black Eyed Peas,I Gotta Feeling
1829,0.789,0.886,8,-5.063,1,0.0646,0.0159,0.000607,0.277,0.518,126.02,1na39w3dDOLJiaCDRobk5N,152567,4,LMFAO,Party Rock Anthem
1830,0.643,0.807,10,-12.973,1,0.0319,0.0455,0.422,0.0493,0.962,131.567,0tgmMFRQ5hWvx4AFnuol8r,395573,4,Rihanna,Only Girl (In The World)
1831,0.643,0.717,8,-4.876,0,0.506,0.184,0.0,0.152,0.46,90.893,2cYZpcIV39X48RnOFM7w2V,223507,4,David Guetta,Without You (feat. Usher)
1832,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903,5XzmZjXhMjDHr7ZfJ6DELQ,188238,4,Katy Perry,Teenage Dream
1833,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4uLU6hMCjMI75M1A2tKUQC,213573,4,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)
1834,0.651,0.74,2,-6.244,1,0.0272,0.0862,0.0,0.142,0.615,102.233,3Skwc4sh1QHUGcWrFBFWSF,241733,4,Zedd,Stay
1835,0.627,0.768,6,-7.775,1,0.0625,0.468,0.0,0.126,0.802,100.071,0XvOoNb9zZOwFIOM0mwbiq,216693,4,Avril Lavigne,Girlfriend
1836,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,3yOlyBJuViE2YSGn3nVE1K,170746,4,Rihanna,Rude Boy
1837,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,7tv09hDpJdyLE5KGnNswd9,268053,4,Black Eyed Peas,Just Can’t Get Enough
1838,0.8,0.692,9,-5.57,0,0.0614,0.342,1.92e-06,0.0554,0.917,112.002,42k1KeBehAd83lrGt1okiC,183693,4,Katy Perry,E.T.
1839,0.704,0.947,0,-4.738,1,0.0356,0.000214,0.251,0.0464,0.873,138.013,2shxxCl0xI25FtA1ZUrewR,211168,4,Iyaz,Replay
1840,0.825,0.856,1,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,1V4jC0vJ5525lEF1bFgPX2,222133,4,Far East Movement,Like A G6
1841,0.837,0.911,6,-6.198,0,0.172,0.0963,4.47e-06,0.0871,0.638,125.026,7x5PorNURsc3GLgCPPNgZs,188027,4,Rihanna,SOS
1842,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,41L3O37CECZt3N7ziG2z7l,210427,4,Jennifer Lopez,On The Floor - Radio Edit
1843,0.693,0.835,6,-3.242,1,0.0623,0.131,0.0,0.073,0.743,128.057,7vgv8KZBSo0TPzyIWG9yzV,180283,4,Enrique Iglesias,Tonight (I'm Fuckin' You)
1844,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,1iQDltZqI7BXnHrFy4Qo1k,184280,4,will.i.am,Scream & Shout
1845,0.7,0.623,1,-5.351,1,0.0789,0.0376,1.03e-05,0.133,0.865,95.992,2BB8RMtmefLa4XrkNGwN5p,183533,4,Jason Derulo,Trumpets
1846,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,225280,4,Gwen Stefani,The Sweet Escape
1847,0.7,0.824,9,-2.941,1,0.0302,0.0904,0.0,0.0912,0.565,102.983,4CKkgaaGV8t0s39wM1HEg0,210000,4,Britney Spears,Womanizer
1848,0.779,0.901,1,-3.516,1,0.0763,0.00573,2.32e-05,0.217,0.338,107.969,7urlrFCPLz4Z2Q9KkIEZbP,212639,4,Shakira,Dare (La La La)
1849,0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,62qPhTdER9X8P2gEpHXWzN,284160,4,Alesso,Heroes (we could be)
1850,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,0sf12qNH5qcw8qpgymFOqD,201573,4,Timbaland,The Way I Are
1851,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,Eve,Let Me Blow Ya Mind
1852,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,7mS8RbJji2UZAaguRGsOCH,223773,4,Fergie,L.A.LOVE (la la) [feat. YG]
1853,0.723,0.917,6,-7.883,0,0.033,0.00042,0.062,0.286,0.973,122.988,7n6rApI1ouvuMTHXaGjiv4,177800,4,Texas,Inner Smile
1854,0.644,0.887,11,-6.449,0,0.0372,0.0171,0.000602,0.0706,0.886,113.535,5ojjL1ypuOtqqOpb4QiM1M,233200,4,Madonna,Material Girl
1855,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.194,0.293,170.652,29YBihzQOmat0U74k4ukdx,228573,4,Mike WiLL Made-It,23
1856,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,6zmRoCPjIZA9ysAVBYiU9Z,291880,4,Black Eyed Peas,Boom Boom Pow
1857,0.678,0.899,10,-2.937,1,0.048,0.637,0.0,0.347,0.757,124.944,0IF0vGwaJQ8ZCh0QxhW6OV,233000,4,Busta Rhymes,Don't Cha
1858,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,2qT1uLXPVPzGgFOx4jtEuo,205920,4,P!nk,So What
1859,0.752,0.706,5,-6.274,1,0.0636,0.0797,0.000752,0.129,0.33,125.041,507tQXutCPYNFkpOq8tmKF,208812,4,Lady Gaga,Alejandro
1860,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088,4,Soulja Boy,Crank That (Soulja Boy)
1861,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,5icOoE6VgqFKohjWWNp0Ac,156347,4,Sean Kingston,Eenie Meenie
1862,0.892,0.507,0,-8.282,1,0.378,0.704,3.14e-05,0.109,0.695,143.96,6tsOcBnaKgzK22yEiqRh8P,158587,4,Black Eyed Peas,My Humps
1863,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4kV4N9D1iKVxx1KLvtTpjS,190440,4,Cascada,Everytime We Touch - Radio Edit
1864,0.724,0.702,7,-4.622,1,0.0429,0.0648,0.000256,0.121,0.688,106.044,3Y7a0typ6ik1KscmebXd6D,175823,4,Chris Brown,Forever
1865,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,2qG5sZ7Si6sdK74qLxedYM,161627,4,Kelis,Milkshake
1866,0.827,0.831,8,-2.446,1,0.0981,0.026,0.0,0.0453,0.457,102.047,3deRMhnycNFbCZHCCld9oy,174159,4,Lady Gaga,LoveGame
1867,0.754,0.831,5,-5.047,0,0.0531,0.164,0.000447,0.123,0.579,122.952,4EZc5VXRRJ77XSmCbvueXG,221719,4,Britney Spears,Oops!...I Did It Again
1868,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,6jdOi5U5LBzQrc4c1VT983,227880,4,Black Eyed Peas,Imma Be
1869,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,6u7jPi22kF8CTQ3rb9DHE7,157067,4,Kesha,Take It Off
1870,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,2RSHsoi04658QL5xgQVov3,260773,4,Kelly Clarkson,Since U Been Gone
